ObjectID,Proposed Management Action,Strategy,Scale,Resources,Data Requirements,Lead Organisation,Potential Partners,Capital Cost,In-Kind Contributions,Maintainance Required,Annual Cost,Funding Available,Completion Date,District,Costing Certainty,Funding Shortfall,Funding_Status_TRUE,Shortfall_Captial,Shortfall_In-Kind,Shortfall_Annual,Conditioned_Total_Costings,Combined_Costings,Choosing the Costing Variable,Filtered_Costings_Data
9,L,Train staff in tagging methods. Work with SSE and FMS,1,,,Beauly Fishery Board,"SSE, FMS and Marine Scotland",45000,15000,No,,Unfunded,Within 4 Years,Beauly,,,Unfunded,No,No,No,,60000,60000,60000
10,D,Work with FMS,1,,,FMS,FMS - SSE and Marine Scotland,45000,10000,No,0,Unfunded,More than 5 Years,Beauly,,,Unfunded,No,No,No,,55000,55000,55000
11,L,"Conduct habitat walk-overs, assess pre-hydro photos, discuss findings with SEPA and SSE",4,SEPA sediment mangement plan guidance,British Geological Society -Superficial/ Drift Geology GIS layer,Beauly Fishery Board,SEPA and SSE,0,6000,No,,Unfunded,Within 4 Years,Beauly,,,Unfunded,No,No,No,,6000,6000,6000
12,F,If problem is found cosult with SEPA and SSE,4,SEPA sediment mangement plan guidance,Hydromorphology reports,Beauly Fishery Board,SEPA and SSE,0,700,No,,Unfunded,Within 4 Years,Beauly,,,Unfunded,No,No,No,,700,700,700
13,J,Ongoing monitoring,4,,,Beauly fishery board ,"Ghillies, Volunteers",0,700,No,700,Unfunded,Annual,Beauly,,,Unfunded,No,No,No,,1400,1400,1400
14,J,Improve monitoring and scaring by anglers and Ghillies,3,,,Beauly Fishery Board,Anglers and Ghillies,200,300,No,100,Unfunded,Annual,Beauly,,,Unfunded,No,No,No,,600,600,600
15,L,Gather information on an ad-hoc basis,4,,,Beauly Fishery Board,"Proprietors, ghillies",0,150,No,150,Unfunded,Annual,Beauly,,,Unfunded,No,No,No,,300,300,300
16,A,"Keep conservation policy up-to-date, work with Anglers",5,LOWER BEAULY FISHING SYNDICATE (dsfb.org.uk),,Beauly Fishery Board ,"Anglers, ghillies, proprietors",0,100,No,100,Unfunded,Annual,Beauly,,,Unfunded,No,No,No,,200,200,200
17,H,Work with Landowners to encourage participation in Agri-environment schemes,4,Publications | Beauly District Fishery Board (dsfb.org.uk),Electro-fishing surveys/ reports,Beauly fishery Board,"Landowners, NatureScot",0,700,No,100,Unfunded,Annual,Beauly,,,Unfunded,No,No,No,,800,800,800
18,D,Communicate with SEPA,4,Contact | Scottish Environment Protection Agency (SEPA),,Beauly Fishery Board,SEPA,0,0,No,0,Unfunded,Annual,Beauly,,,Unfunded,No,No,No,,0,0,
19,D,Respond when consulted,5,View planning applications | Planning permission | The Highland Council,,Beauly Fishery Board,Highland Council,0,0,No,700,Unfunded,Annual,Beauly,,,Unfunded,No,No,No,,700,700,700
20,O,Work with Scottish Invasive Species Initiative and Volunteers,5,FINAL-Beauly-Fishery-Board-Biosecurity-Plan-2021-30.pdf (dsfb.org.uk),NBN atlas,Beauly Fishery Board,Scottish Invasive Species Initiative,9000,0,Yes,750,Funding Secured,Within 3 Years,Beauly,,,Funded,No,No,No,9750,9750,9750,9750
21,O,Work with SISI Project Officer and Volunteers,5,Case Study: Setting up a community action group - the Beauly Balsam Bashers | Scottish Invasive Species Initiative,,Beauly Fishery Board,"Scottish Invasive Species Initiative, volunteers",0,0,Yes,750,Funding Secured,Within 5 Years,Beauly,,,Funded,No,No,No,750,750,750,750
22,O,Encourage reporting using SFCC app. Electro-fish or net them out where possible with help from local anglers and ghillies,4,Pink Salmon in Scotland - Fisheries Management Scotland (fms.scot),,Beauly Fishery Board,"FMS, ghillies and anglers",0,300,No,300,Funding Secured,Annual,Beauly,,,Funded,No,No,No,600,600,600,600
23,O,Work with ghillies and proprietors to raise awareness,5,FINAL-Beauly-Fishery-Board-Biosecurity-Plan-2021-30.pdf (dsfb.org.uk),,Beauly Fishery Board,"Scottish Invasive Species Initiative, Proprietors and ghillies",0,0,Yes,50,Funding Secured,Annual,Beauly,,,Funded,No,No,No,50,50,50,50
24,O,Work with  Landowners,5,,,Beauly Fishery Board,Landowners,,,Yes,,Unfunded,More than 5 Years,Beauly,,,Unfunded,No,No,No,,0,0,
25,B,Work with SSE and SEPA,1,,,Beauly Fishery Board,SSE and SEPA,0,400,No,0,Unfunded,Within 3 Years,Beauly,,,Unfunded,No,No,No,,400,400,400
26,B,Work with SSE and SEPA,4,,,Beauly Fishery Board,SSE. SEPA,0,0,No,0,Unfunded,Within 5 Years,Beauly,,,Unfunded,No,No,No,,0,0,
27,B,Work with NatureScot and Proprietors,4,Beaver Mitigation Scheme | NatureScot,,Beauly Fishery Board,"NatureScot, proprietors, translocation applicants",0,700,Yes,300,Unfunded,Annual,Beauly,,,Unfunded,No,No,No,,1000,1000,1000
28,D,Ensure continued sediment management,3,,,Beauly Fishery Board,"SSE, SEPA",0,140,Yes,0,Unfunded,More than 5 Years,Beauly,,,Unfunded,No,No,No,,140,140,140
29,L,Monitor,1,,,Beauly Fishery Board,"SSE, SEPA",0,200,No,0,Unfunded,Within 5 Years,Beauly,,,Unfunded,No,No,No,,200,200,200
30,S,Assess,3,,,Beauly Fishery Board,SSE and SEPA,,500,No,0,Unfunded,Within 5 Years,Beauly,,,Unfunded,No,No,No,,500,500,500
31,D,Assess the bridge apron and nudge SSE to remediate if necessary,1,,,Beauly Fishery Board,SSE,1000,200,No,0,Unfunded,Within 5 Years,Beauly,,,Unfunded,No,No,No,,1200,1200,1200
32,D,"Work with Ness board, fundraise",4,https://drive.google.com/file/d/1cRW8w-u40PTor9uqsvoef8siqNkJo9U9/view?usp=share_link,,Ness Fishery Board,"Proprietors, ASCT…",64000,32000,No,0,Partially Funded,Within 1 Year,Beauly,,,Funded,No,No,No,96000,96000,96000,96000
33,I,Ongoing support,2,#OurSeas – The sea belongs to all of us,,Beauly Fishery Board,"OurSeas, SG",0,0,No,0,Unfunded,Within 5 Years,Beauly,,,Unfunded,No,No,No,,0,0,
34,L,Surveys carried out to answer specific questions,4,,,Beauly Fishery Board,Marine Scotland,12000,0,No,12000,Partially Funded,Annual,Beauly,,,Funded,No,No,No,24000,24000,24000,24000
35,D,"Ongoing liaison with SSE, dissemination of fish counts to proprietors",4,,,Beauly Fishery Board,SSE,0,700,No,700,Unfunded,Annual,Beauly,,,Unfunded,No,No,No,,1400,1400,1400
36,D,Ongoing reporting of rod catch,4,,,Beauly Fishery Board,Proprietors,0,700,No,700,Unfunded,Annual,Beauly,,,Unfunded,No,No,No,,1400,1400,1400
37,L,Ongoing monitoring,3,National-Adult-Salmon-Sampling-Programme-2021.pdf (dsfb.org.uk),,Beauly Fishery Board,Anglers and Ghillies,100,0,No,1000,Funding Secured,Annual,Beauly,,,Funded,No,No,No,1100,1100,1100,1100
38,L,Ongoing monitoring,3,,,Beauly Fishery Board,,200,0,No,100,Unfunded,Within 3 Years,Beauly,,,Unfunded,No,No,No,,300,300,300
39,L,Sample Farrar in 2023 to complete 3 consecutive year's of sampling. Ad-hoc monitoring or a larger catchment project.,4,https://drive.google.com/file/d/1SPkty6Z1gwn7SlieZIumstA72jWt3MsS/view?usp=share_link,,Beauly Fishery Board,"Culligran estate, proprietors, IBFC (UHI)",0,0,No,1000,Partially Funded,Annual,Beauly,,,Funded,No,No,No,1000,1000,1000,1000
40,L,Monitoring where this highlights issues or supports projects,5,,,Beauly Fishery Board,"FMS, volunteers",5000,300,No,300,Unfunded,Annual,Beauly,,,Unfunded,No,No,No,,5600,5600,5600
41,L,Either conduct this as a trainee project or get specific funding to assess FWPM status,4,,,Beauly Fishery Board,Nature Scot,0,1000,No,0,Unfunded,More than 5 Years,Beauly,,,Unfunded,No,No,No,,1000,1000,1000
42,D,Keep providing volunteer and local engagement opportunities,5,,,Beauly Fishery Board,Local community,0,1000,No,1000,Unfunded,Annual,Beauly,,,Unfunded,No,No,No,,2000,2000,2000
43,N,Ongoing monitoring,3,,,Beauly Fishery Board,Local community,6000,700,Yes,300,Unfunded,More than 5 Years,Beauly,,,Unfunded,No,No,No,,7000,7000,7000
495,N,Education of farmers about best practise. Encouraging and liasing with SEPA to highlight issues when they arise. Raising awareness with Scottish Government Rural Payments and Inspections Division. Bailiffs clear spawning grounds of silt when they remove rununculus.,5,Previous Ythan Fishery Management Plan 2011-2015,Historical Water Quality Data would be advantageous.,Ythan DSFB,"SPEA, NFU, SLE, SRUC",,3000,Yes,3000,Unfunded,Annual,Ythan,,,Unfunded,No,No,No,,6000,6000,6000
496,N,"Resist CAR license applications to canalise watercourses, except for small ditches which would have a minimal impact on fish.",5,,SEPA to inform the board of CAR License application,Ythan DSFB,SEPA,,500,Yes,500,Unfunded,Annual,Ythan,,,Unfunded,No,No,No,,1000,1000,1000
497,O,"Mink are no longer present in the catchment due to work by former bailiffing staff and Aberdeen University, more recently Scottish Invasive Species Initiative.From 2014 spraying of invasive plants has been ongoing, and is maintained annually. A 98% reduction has been achieved, and this will be saught to be maintained.",5,Ythan Biosecurity Plan. Habitat Suevey which established the extend of invasive species presence.,Surveys of the district are required to monitor the spread of invasive species.,"River Ythan Trust, & SISI",Formartine Rural Partnership,,1000,,8000,Partially Funded,Annual,Ythan,,,Funded,No,No,No,9000,9000,9000,9000
498,J,"The board has a bout mounted seal scarer which is deployed annually close to the bypass bridge at Ellon where a power supply is available. Up to now seals have not passed the scarer and moved above the tidal limit. Water bailiffs carry out 5 whole-river counts per annum of fish-eating birds, and this data will be used to support license applications. A project to undertake seal scat samling with Aberdeen University has been under discussion.",5,Previous Ythan Fishery Management Plan 2011-2015,Whole-river counts of piscivorous birds. NatureScot hold data on the seal population at the NNR. Information on seal incursions upstream of Ellon.,Ythan DSFB,"NatureScot, University of Aberdeen",,5000,,5000,Unfunded,Annual,Ythan,,,Unfunded,No,No,No,,10000,10000,10000
499,F,"To remove rununculus in spawning beds, largely tributaries.",5,,,Ythan DSFB,,,3000,,3000,Unfunded,Annual,Ythan,,,Unfunded,No,No,No,,6000,6000,6000
906,L,Renew the concrete and silicone in the fish counter. Keep checking to ensure that any works have the counter fully functional.,1,,,Helmsdale DSFB,Marine Scotland,,1500,Yes,1000,Unfunded,Annual,Helmsdale,,,Unfunded,No,No,No,,2500,2500,2500
907,G,"Protection for fish and invertebrates, which are the food source for young fish.",5,,,Helmsdale DSFB,,,,Yes,3000,Unfunded,Annual,Helmsdale,,,Unfunded,No,No,No,,3000,3000,3000
908,R,Mitigation against natural events damaging to migratory fish.,5,,,Helmsdale DSFB,Local Angling Association,,10000,Yes,10000,Unfunded,Annual,Helmsdale,,,Unfunded,No,No,No,,20000,20000,20000
909,E,Have bailiffs patrol the river to prevent any illegal exploitation.,5,,,Helmsdale DSFB,,,,Yes,,Unfunded,Annual,Helmsdale,,,Unfunded,No,No,No,,0,0,
910,,"Ice managemnrent, as ice breaking off can also cause damage to banks and cause siltation. Regular maintainence is undertaken to ensure the sluice gates are operating correctly.",1,,,Helmsdale DSFB,,,7000,Yes,7000,Unfunded,Annual,Helmsdale,,,Unfunded,No,No,No,,14000,14000,14000
1371,R,"SEPA are the lead organisation in regulating abstratction. Consultation with SEPA will be required to identify measures that may mitigate pressures caused by abstratction. This process may require data on fish and fish habitat, hydromorphology and fish migration in abstratcted reaches to inform the process. ",3,,,SEPA,"AFT, Laggan & Sorn DSFB",,10000,No,,Unfunded,Within 3 Years,Laggan and Sorn,,,Unfunded,No,No,No,,10000,10000,10000
1372,H,Collect genetic samples to allow assesment of introgression in wild populations ,1,,,Marine Scotland,"Aquaculture companies, FMS",,5000,Yes,,Unfunded,Within 5 Years,Laggan and Sorn,,,Unfunded,No,No,No,,5000,5000,5000
1373,N,Surveys to identify sites infected by invasive plants and the extensiveness of them,3,,,AFT,Laggan & Sorn DSFB,,5000,Yes,2000,Unfunded,Within 3 Years,Laggan and Sorn,,,Unfunded,No,No,No,,7000,7000,7000
1374,F,Hydromorphological survey of potential to recover river processes and feasibility study of potential river channel restoration options in consultation with land owners.,3,,,AFT,"Laggan & Sorn DSFB, Regulatory agencies",,10000,No,,Unfunded,Within 5 Years,Laggan and Sorn,,,Unfunded,No,No,No,,10000,10000,10000
1375,P,Desktop mapping study of tree / shading of River Laggan and Sorn to idenstify areas which have potential to be improved. Consultation with land owners.,3,,,AFT,"Laggan & Sorn DSFB, Land owners and users",,5000,No,,Unfunded,Within 5 Years,Laggan and Sorn,,,Unfunded,No,No,No,,5000,5000,5000
1376,K,Information from the West Coast Tracking Project will be uselful to inform how salmon are using the sea nearby to migrate  but further more relevant information in the immediate vicinity may be required ,3,,,Laggan and Sorn DSFB,"Marine Scotland, FMS, AST",,5000,No,,Unfunded,Within 5 Years,Laggan and Sorn,,,Unfunded,No,No,No,,5000,5000,5000
1604,B,,1,,Further tagging studies to establish concrete evidence of the issue,Fisheries Trust,"SSE, AST",,,Yes,0,Unfunded,N/A,Eachaig,,,Unfunded,No,No,No,,0,0,
1626,R,,3,,"Surveys to identify extent of the the abstraction issues, monitor migrating fish movement and hydromorphology surevys to model improvements",AFT,"SSE, landowners",,,Yes,,,Annual,Eachaig,,,Unfunded,No,No,No,,0,0,
1627,H,,1,,Continue collecting genetic material which allows extent of introgression to be discovered and encourage public to report any concerns ,,"Aquaculture companies, MSS, FMS",,,Yes,,,,Eachaig,,,Unfunded,No,No,No,,0,0,
1630,N,,3,,Surveys to identify sites and the extensiveness of them,AFT,,,,Yes,,,Annual,Eachaig,,,Unfunded,No,No,No,,0,0,
1631,P,,3,,"SRTMN, local Deer management Group data, tree planting survey ",AFT,"Riverwoods, local landowners, MSS, FLS",,,Yes,,,Annual,Eachaig,,,Unfunded,No,No,No,,0,0,
1632,K,,2,,Continue coastal netting programmes to monitor wild fish- sea lice interactions,AFT,"Aquaculture companies, MSS, FMS, Crown Estate Scotland",,,Yes,,,Annual,Eachaig,,,Unfunded,No,No,No,,0,0,
1633,G,,5,,Walkover habitata and juvenile surevys to inform potentail site impacts and ongoing monitoring,AFT,"Landowners, wind farm operators",,,Yes,,,N/A,Eachaig,,,Unfunded,No,No,No,,0,0,
1945,F,"Watching brief. RBDSFB should be fully informed of any further proposed instream modifications.

 Any future creation or modification of wing weirs, croys or other structures should be based on assessment of habitat effects.

 Liaison with SEPA in relation to any associated CAR licenses.",1,See River Brora Fisheries Review and management Plan 2020 to 2025,See River Brora Fisheries Review and management Plan 2020 to 2025,Landowner with assistance from the DSFB,,0,0,Yes,0,Unfunded,More than 5 Years,Brora,,,Unfunded,No,No,No,,0,0,
2852,B,Secure landowner agreement and funding to remove weir,1,Photographs of weir,Hydrology study to determine impact of the removal of the weir,Landowner,Loch Lomond Angling Improvement Association / Loch lomond Fisheries Trust,0,0,No,0,Unfunded,Within 1 Year,Loch Lomond,N/A,,Unfunded,No,No,No,,0,0,
2853,B,Secure INEOS funding to re-engineer pipework,1,Photographs of weir,,INEOS,Loch Lomond Angling Improvement Association / Loch lomond Fisheries Trust / Landowner,0,0,No,0,Funding Secured,Within 1 Year,Loch Lomond,N/A,,Funded,No,No,No,0,0,0,
2854,B,Secure INEOS funding to re-engineer pipework,1,Photographs of weir,,INEOS,Loch Lomond Angling Improvement Association / Loch lomond Fisheries Trust / Landowner,0,0,No,0,Funding Secured,Within 1 Year,Loch Lomond,N/A,,Funded,No,No,No,0,0,0,
2857,B,Secure INEOS funding to re-engineer pipework,1,Photographs of weir,,INEOS,Loch Lomond Angling Improvement Association / Loch lomond Fisheries Trust / Landowner,0,0,No,0,Funding Secured,Within 1 Year,Loch Lomond,N/A,,Funded,No,No,No,0,0,0,
2858,B,Secure landowner agreement and funding to remove weir,1,Photographs of weir,Hydrology study to determine impact of the removal of the weir,Landowner (MOD),Loch Lomond Angling Improvement Association / Loch lomond Fisheries Trust,0,0,No,0,Unfunded,Within 1 Year,Loch Lomond,N/A,,Unfunded,No,No,No,,0,0,
2864,F,Secure landowner permission to return stream to a natural state,1,,Hydrology study to determine the imapct of re-engineering works,Loch Lomond Fisheries Trust,Landowners / Loch Lomond and Trossachs National Park /  Loch Lomond Angling Improvement Association /,0,0,,0,Unfunded,Within 1 Year,Loch Lomond,N/A,,Unfunded,No,No,No,,0,0,
2951,G,The Cree DSFB has tasked the RCHHT to continue with their extensive control programme.  Conifer regen is controlled by cutting the tree below its lowest branch.,3,,,RCHHT,"FLS, Cree DSFB",0,0,Yes,0,Funding Secured,More than 5 Years,Cree,N/A,,Funded,No,No,No,0,0,0,
2952,G,The Cree DSFB has requested for RCHHT to produce riparian zone and instream management plan for any tributaries requiring maintenance or improvement.  The work will be completed by RCHHT unless the work is of a more specialist nature when the DSFB will seek appropriate advice.,3,,On-going surveys required,RCHHT,Cree DSFB,0,0,Yes,0,Funding Secured,Annual,Cree,N/A,,Funded,No,No,No,0,0,0,
2953,M,"GFT will review available data sets and collect suitable data to identify where peatland restoration should be prioritised to improve water quality.  Using this information, encourage forestry interests to include peatland restoration in the relevant forestry plans and to undertake peatland restoration at a meaningful scale.  GFT to keep Cree DSFB updated on progress.",4,,Once areas have been prioritised then further peat depth surveys may need undertaken.,GFT,"Cree DSFB , FLS",0,0,No,700,Funding Secured,More than 5 Years,Cree,Estimate,,Funded,No,No,No,700,700,700,700
2954,O,The Cree DSFB have requested the RCHHT to survey for Japanese knotweed and Himalayan balsam and to inform relevant landowners if any present on their land so they can undertake control themselves.  RCHHT can provide assistance to control if required.,3,,Annual surveys required,RCHHT,"Landowners, Cree DSFB",0,0,Yes,0,Funding Secured,Annual,Cree,N/A,,Funded,No,No,No,0,0,0,
2955,L,All stocked sites (up to 22) need to be surveyed annually between RCHHT / GFT and presented in the annual Stocking Plan (by 14th August).  Wild salmon stocks will also be surveyed across the catchment.  GFT undertake a selection of sites to inform their responses to Forest Restructuring Plans and the data will be shared with the Cree DSFB.  GFT may also some years complete NEPS electrofishing surveys.  The RCHHT will also undertake surveys of wild fish to inform the Cree DSFB on the health of fish stocks across the catchment.,5,,,RCHHT / GFT,Cree DSFB,0,0,No,0,Funding Secured,Annual,Cree,N/A,,Funded,No,No,No,0,0,0,
2956,L,"In addition to ad-hoc sampling undertaken by other, GFT are presently undertaking an annual programme of water quality monitoring in the winter/spring with particular focus on pH levels as part of a rolling programme across the Galloway rivers which includes the Cree/Minnoch - this is to help direct and encourage peatland restoration and better forest management.  All data/reports for the Cree will be shared with the CDSFB.",3,,,GFT,"Cree DSFB, RCHHT, SEPA",0,0,No,0,Funding Secured,Within 5 Years,Cree,N/A,,Funded,No,No,No,0,0,0,
2957,H,Regularly check public forestry register and where required submit written responses backed up with water quality / fish data.  GFT to discuss their responses with Cree DSFB.,4,https://casebook.forestry.scot/w/webpage/prhome,GFT aim to ensure suitable fish and water quality data is collected to support consultation responses.,GFT,Cree DSFB will also submit responses if required,0,0,No,1050,Funding Secured,Annual,Cree,Estimate,,Funded,No,No,No,1050,1050,1050,1050
2958,J,The Cree DSFB have traps available to beat owners to cull mink.,3,,Monitor seal population,Cree DSFB,Cree DSFB,0,0,No,0,Funding Secured,Annual,Cree,N/A,,Funded,No,No,No,0,0,0,
2959,J,Bird counts too be undertaken by RCHHT and volunteers.  If these surveys continue to show problems then culling licenses will be applied for by the Cree DSFB.,3,,Bird counts required,Cree DSFB,Cree DSFB,0,0,Yes,0,Funding Secured,Annual,Cree,N/A,,Funded,No,No,No,0,0,0,
2960,J,If the necessary licenses can be obtained then the Loch of Cree and Loch Trool will be netted by RCHHT.  All perch caught by anglers should be killed.  The RCHHT will also monitor size and spread of perch population.,3,,,RCHHT,Cree DSFB,0,0,Yes,0,Funding Secured,Annual,Cree,N/A,,Funded,No,No,No,0,0,0,
2961,P,Not a local management strategy,2,https://marine.gov.scot/sma/assessment/salmon-and-sea-trout,Unknown,Unknown,All relevent NGOs & Gos,0,0,No,0,Unfunded,More than 5 Years,Cree,N/A,,Unfunded,No,No,No,,0,0,
2962,R,"GFT will annually produce a Stocking Plan(by 14th August)  which will detail location and number of fish to be stocked (which needs to be agreed by the Cree DSFB or a sub-committee of the board).  Once the Stocking Plan is agreed then the Cree DSFB will apply for a broodstock license to meet the target stocking.  RCHHT will capture, retain and strip the brood stock.  The eggs will be laid out and reared in the RCHHT hatchery facility on the Penkiln Burn.  Hatchery fish will be planted out in accordance with the agreed stocking plan by RCHHT and volunteers.",1,An annual Stocking Plan is produced,On going electrofishing surveys are undertaken to monitor stocked fish and check for wild salmon spawning.,Cree DSFB,"RCHHT, volunteers, GFT",0,0,Yes,0,Funding Secured,Annual,Cree,N/A,,Funded,No,No,No,0,0,0,
2963,E,The Cree DSFB bailiff is Murdo Crosbie.  His costs are subsidised by the DSFB.  All Cree beat owners are asked to add bailiff contact details to their permits.,5,,,Cree DSFB,Police Scotland,0,0,No,0,Funding Secured,Annual,Cree,N/A,,Funded,No,No,No,0,0,0,
2964,N,Review code annually and publicise on Cree DSFB web site.,5,http://www.rivercreedistrictsalmonfisheryboard.com/notificationspage.html,,Cree DSFB,Beat owners,0,0,No,0,Funding Secured,Annual,Cree,N/A,,Funded,No,No,No,0,0,0,
2965,N,All fishery owners are encouraged to report any pollution incidents directly to the local SEPA office or if it outwith normal working hours then to the SEPA 24 hour pollution hotline.  Newton Stewart Sewage Treatment Plant combined sewer overflows need to be regularly checked to ensure they are not polluting the river.,5,,,SEPA,"Fishery owners, anglers",0,0,No,0,,Annual,Cree,N/A,,Unfunded,No,No,No,,0,0,
2966,B,GFT will continue with their discussions with the owner of the Black Clauchrie Burn culverts until they are replaced.  RCHHT/volunteers will check spawning burns in September annually to check for natural blockages which will be removed under the direction of the Cree DSFB.,3,,Visual surveys of burns annually,Various,"Cree DSFB, volunteers, GFT, RCHHT",0,0,No,0,Funding Secured,,Cree,N/A,,Funded,No,No,No,0,0,0,
2967,F,Cree DSFB requested that RCHHT provide details of any areas with potentially compacted gravels.  These areas will be decompacted by volunteers and RCHHT.,3,,Areas will need checked for compaction,RCHHT,"Cree DSFB, volunteers",0,0,Yes,0,Funding Secured,,Cree,N/A,,Funded,No,No,No,0,0,0,
2968,G,Cree DSFB requested that RCHHT provide details of any areas of bad erosion.  The repair of bad erosion will be examined on a case by case basis and may require specialist assistance.,3,,Areas will need checked for bad erosion,Cree DSFB,"RCHHT, SEPA",0,0,No,0,Funding Secured,,Cree,N/A,,Funded,No,No,No,0,0,0,
2976,D,Cooperate with potential research projects on the impacts of marine renewable projects in the Moray Firth and Pentland Firth.                                                                                                                                                                         Participate in the Moray Firth led Moray Firth tracking project to identify smolt migration routes through the Moray Firth. Contribute to best-practice actions for the management of existing harbour actions (dredging) and respond to consultations regarding any new developments in the inner Moray Firth.,2,,,NDSFB,Marine Scotland                                                  Fisheries management Scotland                           Atlantic salmon Trust      Inverness Harbour Trust,0,0,Yes,0,Unfunded,Annual,Ness,N/A,,Unfunded,No,No,No,,0,0,
3000,F,"Commission River Ness Habitat Improvement Feasibility Study, including assessment of the physical and ecological condition of the river.",3,CBEC Feasibility Study Report,,NDSFB,CBEC                                                                     NBFT,0,0,Yes,20000,Funding Secured,N/A,Ness,N/A,,Funded,No,No,No,20000,20000,20000,20000
3004,B,Ensure installation of fish pass by The Highland Council by 2027 at the latest (providing access for the full range of species present).,1,,,NDSFB,SEPA                                                                                                                                                                        The Highland Council                                                                                                                                                   Landowner                                                                                                                                                                      Scottish Water,0,0,Yes,0,Unfunded,Within 5 Years,Ness,N/A,,Unfunded,No,No,No,,0,0,
3020,F,Establish contact with operators (Green Highland Ltd). Liaise with operators and SEPA,1,,Geomorphology survey,NDSFB,"SEPA,                                                                    Scheme Operators.",0,0,No,0,Unfunded,Annual,Ness,N/A,,Unfunded,No,No,No,,0,0,
3022,H,Ensure full engagement with Forest Management Plan consultation processes to ensure best practice in terms of felling and replanting,1,,Forest Management Plan,NDSFB,"FLS, SEPA, Landowners",0,0,No,0,Unfunded,Annual,Ness,N/A,,Unfunded,No,No,No,,0,0,
3033,S,Short-term management actions are limited. Reduction in water levels or complete dam removal unlikely given the economic importance of hydro generation and lack of decommissioning plan.,3,,,NDSFB,"SEPA, SSE.",0,0,No,0,Unfunded,N/A,Ness,N/A,,Unfunded,No,No,No,,0,0,
3036,F,Ensure full engagement with Forest Management Plan consultation processes to ensure best practice in terms of felling and replanting.,4,Forest management Plan,Forest management Plan,NDFSB,"FLS, SEPA, Landowners",0,0,Yes,0,Unfunded,More than 5 Years,Ness,N/A,,Unfunded,No,No,No,,0,0,
3047,Q,"Work with SEPA to identify any potential sources of diffuse population and assess the potential individual and combined impacts. Where appropriate, put measures in place to address the sources (e.g., provision of riparian buffer strips).",3,,,NDSFB,"SEPA, Scottish Water, Landowners",0,0,Yes,5000,Unfunded,More than 5 Years,Ness,Fairly Confident,,Unfunded,No,No,No,,5000,5000,5000
3061,P,Not a local management strategy,2,https://marine.gov.scot/sma/assessment/salmon-and-sea-trout,Unknown,Unknown,All relevent NGOs & Gos,0,0,No,0,Unfunded,More than 5 Years,Dee (Kircudbright),N/A,,Unfunded,No,No,No,,0,0,
3082,B,Make case using electrofishing data and lobby SEPA and SSE for further fish pass improvements.,3,,Annual juvenile salmon electrofishing surveys,SEPA,"SEPA, SSE",100000,1000,Yes,1000,Unfunded,Within 4 Years,Tay,Estimate,,Unfunded,No,No,No,,102000,102000,102000
3084,S,To encourage SEPA to review the Lochay CAR abstraction licence and require Good Ecological Potential is met.,3,,"Annual juvenile salmon electrofishing surveys, flow modelling and water abstraction data",SEPA,"SEPA, SSE",500000,2000,Yes,1000,Unfunded,Within 4 Years,Tay,Estimate,,Unfunded,No,No,No,,503000,503000,503000
3095,S,"Gather robust evidence of the problems faced by migrating adult salmon and smolts. Engage with SEPA, politicians to ensure effective mitigation is in place and prioritise the review of the CAR licence.",1,https://express.a.com/page/mSF7bSQFXTKla/,,SEPA,"SEPA, Blairgowrie Angling Club",0,2500,Yes,1000,Unfunded,Within 3 Years,Tay,N/A,,Unfunded,No,No,No,,3500,3500,3500
3116,Q,Use temperature maps produced by Marine Scotland Science to guide tree planting. Work with partners in the Tweed catchment to plant trees in the right places. Initiate fund raising for tree planting,5,https://www.gov.scot/publications/scotland-river-temperature-monitoring-network-srtmn/,SRTMN maps,Tweed Foundation,"Marine Scotland Science, Tweed Forum, Forest and Land Scotland, Private Forestry companies",500000,0,Yes,0,Unfunded,More than 5 Years,Tweed,N/A,,Unfunded,No,No,No,,500000,500000,500000
3121,B,Commission a contractor to design a fish pass that meets fish pass guidelines.  Locate funding,1,,"Electro-fishing monitoring data, barrier assessment classification",River Tweed Commission,"SEPA, Naturescot",70000,0,Yes,0,Partially Funded,Within 5 Years,Tweed,N/A,,Funded,No,No,No,70000,70000,70000,70000
3122,B,Establish whether will consider there barriers for WEF funding,1,,"Electro-fishing monitoring data, barrier assessment classification",River Tweed Commission,"SEPA, Naturescot",50000,0,Yes,0,Unfunded,N/A,Tweed,N/A,,Unfunded,No,No,No,,50000,50000,50000
3123,B,Establish whether will consider there barriers for WEF funding,1,,"Electro-fishing monitoring data, barrier assessment classification",River Tweed Commission,"SEPA, Naturescot",10000,0,Yes,0,Unfunded,N/A,Tweed,N/A,,Unfunded,No,No,No,,10000,10000,10000
3124,B,Establish whether will consider there barriers for WEF funding,1,,"Electro-fishing monitoring data, barrier assessment classification",River Tweed Commission,"SEPA, Naturescot",15000,0,Yes,0,Unfunded,N/A,Tweed,N/A,,Unfunded,No,No,No,,15000,15000,15000
3125,B,Establish whether will consider there barriers for WEF funding,1,,"Electro-fishing monitoring data, barrier assessment classification",River Tweed Commission,"SEPA, Naturescot, obstruction owners",35000,0,Yes,0,Unfunded,N/A,Tweed,N/A,,Unfunded,No,No,No,,35000,35000,35000
